newspaper_name,city,state,state_full
Islip News,Islip,N.Y.,New York
Orange Transcript,Orange,N.J.,New Jersey
Mid Island News,Centereach,N.Y.,New York
Lowndes Signal,Fort Deposit,Ala.,Alabama
Jack County Herald,Jacksboro,Texas,Texas
Jacksboro Gazette-News,Jacksboro,Texas,Texas
Garvin County News-Star,Maysville,Okla.,Oklahoma
Perry County Petit Jean Country Headlight,Perryville,Ark.,Arkansas
Anthony Republican & Bulletin,Anthony,Kan.,Kansas
Olive Hill Times,Olive Hill,Ky.,Kentucky
Tipton Times,Tipton,Mo.,Missouri
Gove County Advocate,Quinter,Kan.,Kansas
Toledo Democrat,Toledo,Ill.,Illinois
Elmer Times,Elmer,N.J.,New Jersey
Platte County Record Times,Wheatland,Wyo.,Wyoming
Carroll County Mirror-Democrat,Mt. Carroll,Ill.,Illinois
Delaware County Times,Delhi,N.Y.,New York
Belleville Enterprise,Wayne,Mich.,Michigan
Plainview News,Plainview,Neb.,Nebraska
News Record,Mabel,Minn.,Minnesota
Custer County Chronicle,Custer,S.D.,South Dakota
Yellowstone County News,Huntley,Mont.,Montana
Mandan News,Mandan,N.D.,North Dakota
Neodesha Derrick,Neodesha,Kan.,Kansas
Montgomery County News,Mount Ida,Ark.,Arkansas
Modern News,Harrisburg,Ark.,Arkansas
Miller County Autogram Sentinel,Tuscumbia,Mo.,Missouri
Platte Enterprise,Platte,S.D.,South Dakota
Labette Avenue,Chetopa,Kan.,Kansas
Anna-Melissa Tribune,Anna,Texas,Texas
Independence Bulletin-Journal,Independence,Iowa,Iowa
West Austin News,Austin,Texas,Texas
Yellow Springs News,Yellow Springs,Ohio,Ohio
Eden Valley Watkins Voice,Eden Valley,Minn.,Minnesota
Citizen,Waldron,Ark.,Arkansas
Cascade Pioneer,Cascade,Iowa,Iowa
Sawyer County Gazette,Winter,Wisc.,Wisconsin
Newcastle Pacer,Newcastle,Okla.,Oklahoma
East Peoria Times-Courier,East Peoria,Ill.,Illinois
Clinch County News,Homerville,Ga.,Georgia
Napoleon Homestead,Napoleon,N.D.,North Dakota
Salisbury Press,Salisbury,Pa.,Pennsylvania
Chatham Courier,Chatham,N.J.,New Jersey
Banner-Democrat,Lake Providence,La.,Louisiana
Bellmore Life,Bellmore,N.Y.,New York
Desert Dispatch The,Barstow,Calif.,California
Tower News,Tower,Minn.,Minnesota
Herald-Independent,Cottage Grove,Wisc.,Wisconsin
Rankin Independent,Rankin,Ill.,Illinois
Aransas Pass Progress,Aransas Pass,Texas,Texas
Review,Erie,Ill.,Illinois
Springfield Advance-Press,Springfield,Minn.,Minnesota
Port Gibson Reveille,Port Gibson,Miss.,Mississippi
Stockton Sentinel,Stocketon,Kan.,Kansas
Crane County News,Crane,Texas,Texas
Chelsea Reporter,Chelsea,Okla.,Oklahoma
Windsor Review,Windsor,Mo.,Missouri
St Marys Star,St Marys,Kan.,Kansas
Ogden Reporter,Ogden,Iowa,Iowa
Deerfield Review,Deerfield,Ill.,Illinois
Ramsey News-Journal,Ramsey,Ill.,Illinois
Pocahontas Record-Democrat,Pocahontas,Iowa,Iowa
New York Mills Herald,New York Mills,Minn.,Minnesota
Grant County Herald,Elbow Lake,Minn.,Minnesota
Owyhee Avalanche,Homedale,Idaho,Idaho
Pine County Courier,Sandstone,Minn.,Minnesota
Petersburg Pilot,Petersburg,Alaska,Alaska
Richton Dispatch,Richton,Miss.,Mississippi
Hartley Sentinel/Everly-Royal News,Hartley,Iowa,Iowa
Wilmington Advocate,Wilmington,Mass.,Massachusetts
Kenmare News,Kenmare,N.D.,North Dakota
Princeton Herald,Princeton,Texas,Texas
Eastland Telegram,Eastland,Texas,Texas
Palo Verde Valley Times/Quartzsite Times,Blythe,Calif.,California
White Deer News,White Deer,Texas,Texas
Chieftain,Bonner Springs,Kan.,Kansas
Sioux County Capital-Democrat,Orange City,Iowa,Iowa
Jewett Messenger,Jewett,Texas,Texas
Star Herald,Dodge Center,Minn.,Minnesota
Lynnfield Villager,Lynnfield,Mass.,Massachusetts
Northern Star,Clinton,Minn.,Minnesota
Polk County News,Osceola,Neb.,Nebraska
Saratoga Sun,Saratoga,Wyo.,Wyoming
Gallatin Democrat,Shawneetown,Ill.,Illinois
Review,Port Byron,Ill.,Illinois
Rosebud News,Rosebud,Texas,Texas
Higginsville Advance,Higginsville,Mo.,Missouri
Colorado Leader,Denver,Colo.,Colorado
Oberlin Herald,Oberlin,Kan.,Kansas
Mishawaka Enterprise,Mishawaka,Ind.,Indiana
Gaylord Hub,Gaylord,Minn.,Minnesota
Port Allegany Reporter-Argus,Port Allegany,Pa.,Pennsylvania
Banner,Brown City,Mich.,Michigan
La Vernia News,La Vernia,Texas,Texas
Chelmsford Independent,Chelmsford,Mass.,Massachusetts
Pelham Journal,Pelham,Ga.,Georgia
Lake Country Sun,Graford,Texas,Texas
Ken-Ton Bee,Kenmore,N.Y.,New York
Bloomingdale Press,Bloomingdale,Ill.,Illinois
Princeton Union-Eagle,Princeton,Minn.,Minnesota
Eveleth Range Scene,Eveleth,Minn.,Minnesota
Sentry-Enterprise,Hillsboro,Wisc.,Wisconsin
Hoxie Sentinel,Hoxie,Kan.,Kansas
Wimberley View,Wimberley,Texas,Texas
Johnson City Record-Courier,Johnson City,Texas,Texas
Mart Messenger,Mart,Texas,Texas
Arizona Silver Belt,Globe,Ariz.,Arizona
Today in Peachtree City,Peachtree City,Ga.,Georgia
Valliant Leader,Valliant,Okla.,Oklahoma
White Hall Journal,White Hall,Ark.,Arkansas
Coalgate Record-Register,Coalgate,Okla.,Oklahoma
England Democrat,England,Ark.,Arkansas
News Leader,Landrum,S.C.,South Carolina
Seneca News-Dispatch,Seneca,Mo.,Missouri
Clinch Valley Times,St Paul,Va.,Virginia
Elliott County News,Sandy Hook,Ky.,Kentucky
Times-Bonanza/Goldfield News,Tonopah,Nev.,Nevada
Glenville Pathfinder,Glenville,W.Va.,West Virginia
Clay City News,Clay City,Ind.,Indiana
Hancock News The,Hancock,Md.,Maryland
ThisWeek Worthington News,Worthington,Ohio,Ohio
Galion Inquirer,Galion,Ohio,Ohio
Lacon Home Journal,Lacon,Ill.,Illinois
Ashland Gazette,Ashland,Neb.,Nebraska
Dunsmuir News,Dunsmuir,Calif.,California
Bridger Valley Pioneer,Lyman,Wyo.,Wyoming
Banner,Clinton,Mass.,Massachusetts
Ainsworth Star-Journal,Ainsworth,Neb.,Nebraska
Power County Press,American Falls,Idaho,Idaho
Cheektowaga Bee,Cheekotowaga,N.Y.,New York
Sho-Ban News,Fort Hall,Idaho,Idaho
Siouxland Press,Hospers,Iowa,Iowa
Calmar Courier,Calmar,Iowa,Iowa
Salem Special,Salem,S.D.,South Dakota
Volga Tribune,Volga,S.D.,South Dakota
Tri-City Star,White,S.D.,South Dakota
Challis Messenger,Challis,Idaho,Idaho
Florence Mining News,Florence,Wisc.,Wisconsin
Proctor Journal,Proctor,Minn.,Minnesota
Cavalier County Republican,Langdon,N.D.,North Dakota
Canby News,Canby,Minn.,Minnesota
Sun,Sheridan,Ore.,Oregon
Wilmette Life,Wilmette,Ill.,Illinois
Montgomery Messenger,Montgomery,Minn.,Minnesota
Hennessey Clipper,Hennessey,Okla.,Oklahoma
Oak Park Leaves,Oak Park,Ill.,Illinois
Leader-News,Washburn,N.D.,North Dakota
Van Buren County Leader-Record,Farmington,Iowa,Iowa
Askov American,Askov,Minn.,Minnesota
Neola Gazette,Neola,Iowa,Iowa
Southern Piatt Record Herald,Atwood,Ill.,Illinois
Hudson Sun,Hudson,Mass.,Massachusetts
Ozona Stockman,Ozona,Texas,Texas
Adams County Record,Council,Idaho,Idaho
Abington Mariner/Rockland Standard,Rockland,Mass.,Massachusetts
Big Timber Pioneer,Big Timber,Mont.,Montana
Princeton News-Leader,Princeton,N.C.,North Carolina
Delta Atlas,Delta,Ohio,Ohio
West Douglas County Record,Brandon,Minn.,Minnesota
Springfield Reporter,Springfield,Vt.,Vermont
Fairhope Courier,Fairhope,Ala.,Alabama
Oskaloosa Independent,Oskaloosa,Kan.,Kansas
Hermantown Star,Hermantown,Minn.,Minnesota
Liberty Vindicator The,Liberty,Texas,Texas
Graceville News,Graceville,Fla.,Florida
Gladewater Mirror,Gladewater,Texas,Texas
Boise City News The,Boise City,Okla.,Oklahoma
Stoughton Journal,Stoughton,Mass.,Massachusetts
Shepherd Argus,Shepherd,Mich.,Michigan
Richland County News-Monitor,Hankinson,N.D.,North Dakota
Sargent County Teller The,Milnor,N.D.,North Dakota
Wakefield News/Bessemer Pick & Axe,Wakefield,Mich.,Michigan
Coulee News,West Salem,Wisc.,Wisconsin
Needles Desert Star,Needles,Calif.,California
Leader The,St Joseph,Ill.,Illinois
Walnut Leader The,Walnut,Ill.,Illinois
Choteau Acantha,Choteau,Mont.,Montana
Choctaw Plaindealer,Ackerman,Miss.,Mississippi
Lincoln County Record,Pioche,Nev.,Nevada
Macon Chronicle-Herald,Macon,Mo.,Missouri
Luling Newsboy and Signal,Luling,Texas,Texas
Henderson County Quill,Stronghurst,Ill.,Illinois
Marlette Leader,Marlette,Mich.,Michigan
Islander,Gulf Shores,Ala.,Alabama
The Islander,Foley,Ala.,Alabama
Daily Herald,Tyrone,Pa.,Pennsylvania
Muenster Enterprise,Muenster,Texas,Texas
Columbus Journal,Columbus,Wisc.,Wisconsin
Norridge Harwood Heights News,Norridge,Ill.,Illinois
Lennox Independent,Lennox,S.D.,South Dakota
Baldwin City Signal,Baldwin City,Kan.,Kansas
Perquimans Weekly,Hertford,N.C.,North Carolina
Tonkawa News,Tonkawa,Okla.,Oklahoma
Plainsman-News,Zachary,La.,Louisiana
Rising Sun Recorder,Rising Sun,Ind.,Indiana
Akron News-Reporter,Akron,Colo.,Colorado
Lafayette Leader,Lafayette,Ind.,Indiana
Oyster Bay Enterprise Pilot,Oyster Bay,N.Y.,New York
Eddyville Tribune,Albia,Iowa,Iowa
Manteno News,Manteno,Ill.,Illinois
Moscow Villager,Moscow,Pa.,Pennsylvania
Itasca Press,Itasca,Ill.,Illinois
Marlborough Enterprise,Marlborough,Mass.,Massachusetts
Whitewater Register,Whitewater,Wisc.,Wisconsin
County Line Connection,Ontario,Wisc.,Wisconsin
South Lincoln County News,Waldport,Ore.,Oregon
Record,Havre De Grace,Md.,Maryland
Humansville Star-Leader,Humansville,Mo.,Missouri
Barnesville Record Review,Barnesville,Minn.,Minnesota
North Warren Town and County News,Norwalk,Iowa,Iowa
Winnetka Talk,Winnetka,Ill.,Illinois
Clarence Courier,Clarence,Mo.,Missouri
Childress Index,Childress,Texas,Texas
Island Ad-Vantages,Stonington,Maine,Maine
Hawley Herald,Hawley,Minn.,Minnesota
Lake Park Journal,Lake Park,Minn.,Minnesota
News,Andover,Ohio,Ohio
Jordan Independent,Jordan,Minn.,Minnesota
Norwell Mariner,Norwell,Mass.,Massachusetts
Griggs County Courier,Cooperstown,N.D.,North Dakota
Lamberton News,Lamberton,Minn.,Minnesota
Carlisle County News,Bardwell,Ky.,Kentucky
Arizona Capitol Times,Phoenix,Ariz.,Arizona
Florala News,Florala,Ala.,Alabama
Pecos Enterprise,Pecos,Texas,Texas
Coosa County News,Rockford,Ala.,Alabama
Stamford Star,Stamford,Texas,Texas
Murfreesboro Diamond,Murfreesboro,Ark.,Arkansas
Talihina American,Talihina,Okla.,Oklahoma
Grand Prairie Herald,Hazen,Ark.,Arkansas
Hansford County Reporter-Statesman,Spearman,Texas,Texas
Missourian-News,Portageville,Mo.,Missouri
Herald-Enterprise,Golconda,Ill.,Illinois
Mullens Advocate,Mullens,W.Va.,West Virginia
Sacramento Gazette,Sacramento,Calif.,California
Trenton Sun,Trenton,Ill.,Illinois
New Haven Leader,New Haven,Mo.,Missouri
Times News,Nephi,Utah,Utah
Gallatin North Missourian,Gallatin,Mo.,Missouri
Bedford Times-Press,Bedford,Iowa,Iowa
Coon Rapids Enterprise,Coon Rapids,Iowa,Iowa
Saugerties Times,Saugerties,N.Y.,New York
Sheridan County Journal Star,Gordon,Neb.,Nebraska
Sumner Gazette,Sumner,Iowa,Iowa
Shelley Pioneer,Shelley,Idaho,Idaho
Prairie Pioneer,Pollock,S.D.,South Dakota
Dayton Chronicle,Dayton,Wash.,Washington
Tioga Tribune,Tioga,N.D.,North Dakota
Tundra Drums,Bethel,Alaska,Alaska
Redding Pilot,Redding,Conn.,Connecticut
Buffalo Express,Buffalo,Texas,Texas
Clinton Topper,Clinton,Wisc.,Wisconsin
Plano Record,Plano,Ill.,Illinois
Wahkiakum County Eagle,Cathlamet,Wash.,Washington
Cranbury Press,Dayton,N.J.,New Jersey
Little Neck Ledger The,Queens,N.Y.,New York
Pioneer-Review,Philip,S.D.,South Dakota
Montgomery Herald,Montgomery,W.Va.,West Virginia
Headland Observer,Headland,Ala.,Alabama
Red Cloud Chief,Red Cloud,Neb.,Nebraska
Boulder City Review,Boulder City,Nev.,Nevada
Bridgeport News-Blade,Bridgeport,Neb.,Nebraska
Brunswicker,Brunswick,Mo.,Missouri
Edgerton Enterprise,Edgerton,Minn.,Minnesota
Oxford Press,Oxford,Ohio,Ohio
Dawson Sentinel,Dawson,Minn.,Minnesota
Wellington Leader,Wellington,Texas,Texas
New Washington Herald,New Washington,Ohio,Ohio
Northwood Anchor The,Northwood,Iowa,Iowa
Duncannon Record,Duncannon,Pa.,Pennsylvania
Harlan County Journal,Alma,Neb.,Nebraska
Ellinwood Leader,Ellinwood,Kan.,Kansas
Bloomfield Life,Bloomfield,N.J.,New Jersey
DeValls Bluff Times,DeValls Bluff,Ark.,Arkansas
Libertyville Review,Libertyville,Ill.,Illinois
Hanover Eagle,Hanover,N.J.,New Jersey
Warren Times-Gazette,Warren,R.I.,Rhode Island
Advocate The,Fairhaven,Mass.,Massachusetts
Arco Advertiser,Arco,Idaho,Idaho
Norman County Index,Ada,Minn.,Minnesota
Cooper Review,Cooper,Texas,Texas
Nocona News,Nocona,Texas,Texas
Muleshoe Journal,Muleshoe,Texas,Texas
Gustine Press-Standard,Gustine,Calif.,California
Gazette-News,Bunker Hill,Ill.,Illinois
Santa Fe Times,Alma,Mo.,Missouri
Kemmerer Gazette,Kemmerer,Wyo.,Wyoming
Mapleton Press Budget Booster,Charter Oak,Iowa,Iowa
Norway Current,Norway,Mich.,Michigan
Steele Ozone & Kidder County Press,Steele,N.D.,North Dakota
Times-Sun,West Newton,Pa.,Pennsylvania
Nebraska Journal-Leader,Ponca,Neb.,Nebraska
Western Guard The,Madison,Minn.,Minnesota
Western Itasca Review,Deer River,Minn.,Minnesota
Weekly Packet The,Blue Hill,Maine,Maine
Florence Reminder & Blade-Tribune,Florence,Ariz.,Arizona
Amboy News,Amboy,Ill.,Illinois
Abington Journal,Clarks Summit,Pa.,Pennsylvania
Reveille/Between The Lakes,Ovid,N.Y.,New York
Current Wave,Eminence,Mo.,Missouri
Syracuse Journal-Democrat,Syracuse,Neb.,Nebraska
Rush County News,La Crosse,Kan.,Kansas
Waverly,Waverly,Neb.,Nebraska
Danville News,Danville,Pa.,Pennsylvania
Winchendon Courier,Winchendon,Mass.,Massachusetts
Fennimore Times,Fennimore,Wisc.,Wisconsin
Tribune Progress,Granger,Texas,Texas
Whidbey Examiner,Whidbey,Wash.,Washington
Boone News-Republican,Boone,Iowa,Iowa
Auburn News,Auburn,Mass.,Massachusetts
Optic-News,Wellsville,Mo.,Missouri
Stayton Mail,Stayton,Ore.,Oregon
Belmond Independent The,Belmond,Iowa,Iowa
Times Chronicle,Jenkintown,Pa.,Pennsylvania
Denver City Press,Denver City,Texas,Texas
Mendocino Beacon,Mendocino,Calif.,California
Scenic Range News Forum,Bovey,Minn.,Minnesota
Buna Beacon,Buna,Texas,Texas
Beecher Herald,Beecher City,Ill.,Illinois
Escambia Sun Press,Pensacola,Fla.,Florida
Dadeville Record,Dadeville,Ala.,Alabama
Daily Siftings Herald,Arkadelphia,Ark.,Arkansas
Victory Publishing Co. Inc.,Wynnewood,Okla.,Oklahoma
Southern Advocate,Ashland,Miss.,Mississippi
Andrews Journal,Andrews,N.C.,North Carolina
Dover Times,Dover,Ark.,Arkansas
La Estrella,Dodge City,Kan.,Kansas
Trimble Banner,Bedford,Ky.,Kentucky
Weston Chronicle,Weston,Mo.,Missouri
Republican,Danville,Ind.,Indiana
Edina Sentinel,Edina,Mo.,Missouri
Alexandria Times-Tribune,Alexandria,Ind.,Indiana
Newton County Enterprise,Kentland,Ind.,Indiana
Mediapolis News,Mediapolis,Iowa,Iowa
Avoca Journal-Herald,Avoca,Iowa,Iowa
Carlisle Citizen,Carlisle,Iowa,Iowa
Marcellus News,Marcellus,Mich.,Michigan
Butler County Tribune Journal,Allison,Iowa,Iowa
Strawberry Point Press Journal,Clayton,Iowa,Iowa
Cashton Record,Cashton,Wisc.,Wisconsin
Northfield News,Northfield,Vt.,Vermont
Potter County News,Gettysburg,S.D.,South Dakota
Country Messenger,Scandia,Minn.,Minnesota
Hinckley News,Hinckley,Minn.,Minnesota
Ashley Tribune,Ashley,N.D.,North Dakota
Times,Waitsburg,Wash.,Washington
Thirteen Towns,Fosston,Minn.,Minnesota
LaConner Weekly News,LaConner,Wash.,Washington
Cut Bank Pioneer Press,Cut Bank,Mont.,Montana
Waller County News-Citizen,Hempstead,Texas,Texas
Elkhart Tri-State News,Elkhart,Kan.,Kansas
Eldora Herald-Ledger,Eldora,Iowa,Iowa
Poynette Press,Poynette,Wisc.,Wisconsin
Monahans News,Monahans,Texas,Texas
Buffalo Center Tribune,Buffalo Center,Iowa,Iowa
Prentiss Headlight,Prentiss,Miss.,Mississippi
Warroad Pioneer The,Warroad City,Minn.,Minnesota
Observer Enterprise,Robert Lee,Texas,Texas
Three Village Times,Elmont,N.Y.,New York
Douglas County News-Press,Castle Rock,Colo.,Colorado
Ripley Bee,Ripley,Ohio,Ohio
Morgan County News,Morgan,Utah,Utah
Westwood Press,Westwood,Mass.,Massachusetts
Burlington Union,Burlington,Mass.,Massachusetts
Leader,Garner,Iowa,Iowa
Morgan County Press,Stover,Mo.,Missouri
Alabama Messenger,Birmingham,Ala.,Alabama
White River Current,Calico Rock,Ark.,Arkansas
Butler Bulletin,Butler,Ind.,Indiana
Arbutus Times,Arbutus,Md.,Maryland
Elmwood Park Leaves,Elmwood Park,Ill.,Illinois
Spring Valley Tribune,Spring Valley,Minn.,Minnesota
Hopkinton Crier,Hopkinton,Mass.,Massachusetts
Castro County News,Dimmitt,Texas,Texas
Kittson County Enterprise,Hallock,Minn.,Minnesota
Mille Lacs County Times,Milaca,Minn.,Minnesota
Laurelton Times,Queens,N.Y.,New York
Nappanee Advance News,Nappanee,Ind.,Indiana
Buffalo Grove Countryside,Buffalo Grove,Ill.,Illinois
Avalon Bay News,Avalon,Calif.,California
Pawnee Republican,Pawnee City,Neb.,Nebraska
Kettle Moraine Index,Dousman,Wisc.,Wisconsin
Mahomet Citizen,Mahomet,Ill.,Illinois
Hico News-Review,Hico,Texas,Texas
Deer Creek Pilot,Rolling Fork,Miss.,Mississippi
Post Dispatch,Post,Texas,Texas
Lafayette County Press,Stamps,Ark.,Arkansas
Newkirk Herald Journal,Newkirk,Okla.,Oklahoma
Mount Olive Herald,Mount Olive,Ill.,Illinois
Johnstown Breeze,Johnstown,Colo.,Colorado
Manning Monitor,Manning,Iowa,Iowa
Kingston Times,Kingtson,N.Y.,New York
Island Dispatch,Grand Island,N.Y.,New York
Clear Lake Courier,Clear Lake,S.D.,South Dakota
Weston Forum,Weston,Conn.,Connecticut
Ingleside Index,Ingleside,Texas,Texas
Albany Ledger,Albany,Mo.,Missouri
Dover-Sherborn Press,Dover,Mass.,Massachusetts
Times-Journal,Condon,Ore.,Oregon
Daniels County Leader,Scobey,Mont.,Montana
Davis News,Davis,Okla.,Oklahoma
Atkinson County Citizen,Pearson,Ga.,Georgia
Hickman Courier,Hickman,Ky.,Kentucky
Glasgow Missourian,Glasgow,Mo.,Missouri
Bethpage Tribune,Bethpage,N.Y.,New York
Leroy Independent,Le Roy,Minn.,Minnesota
Leader Record,Gonvick,Minn.,Minnesota
Beach Haven Times,Beach Haven,N.J.,New Jersey
Stanton Register,Stanton,Neb.,Nebraska
Sachse News,Saschse,Texas,Texas
Niles Daily Star,Niles,Mich.,Michigan
Banner,Cambridge,Md.,Maryland
Beecher City Journal,Beecher City,Ill.,Illinois
Hamilton Advocate,Hamilton,Mo.,Missouri
Kentwood News-Ledger The,Kentwood,La.,Louisiana
Weekly Gazette,LaGrange,N.C.,North Carolina
Pender Times,Pender,Neb.,Nebraska
Healdton Herald,Healdton,Okla.,Oklahoma
Wrangell Sentinel,Wrangell,Alaska,Alaska
Greene County Independent,Eutaw,Ala.,Alabama
Tribune-Chief,Quanah,Texas,Texas
Sleepy Eye Herald Dispatch,Sleepy Eye,Minn.,Minnesota
Morton Tribune,Morton,Texas,Texas
Mulvane News,Mulvane,Kan.,Kansas
Menard County Review,Greenview,Ill.,Illinois
Holyoke Enterprise,Holyoke,Colo.,Colorado
Dalton Gazette & Kidron News,Dalton,Ohio,Ohio
Vassar Pioneer Times The,Vassar,Mich.,Michigan
Regional Reporter,Markesan,Wisc.,Wisconsin
Tri-County Record,Rushford,Minn.,Minnesota
Northwood Press,Nevis,Minn.,Minnesota
Jal Record,Jal,N.M.,New Mexico
Freer PressThe,Freer,Texas,Texas
Jeff Davis County Mountain Dispatch,Fort Davis,Texas,Texas
Newton County News,Newton,Texas,Texas
Salado Village Voice,Salado,Texas,Texas
Winkler County News,Kermit,Texas,Texas
Martin County Messenger,Stanton,Texas,Texas
Silver City Sun-News,Silver City,N.M.,New Mexico
State Line Tribune,Farwell,Texas,Texas
Konawa Leader,Konawa,Okla.,Oklahoma
Soledad Bee,Soledad,Calif.,California
Medford Patriot-Star and Grant County,Medford,Okla.,Oklahoma
Herald-Democrat,Beaver,Okla.,Oklahoma
Cross Country Times,Willard,Mo.,Missouri
Maries County Gazette,Vienna,Mo.,Missouri
Journal,Ellettsville,Ind.,Indiana
Salisbury Press-Spectator,Salisbury,Mo.,Missouri
Franklin Township Informer,Franklin,Ind.,Indiana
Corning Observer,Corning,Calif.,California
Tri-County Weekly,Jamesport,Mo.,Missouri
Deshler Rustler,Deshler,Neb.,Nebraska
Community Post,Minster,Ohio,Ohio
News-Times,Hartford City,Ind.,Indiana
Ferndale Enterprise,Ferndale,Calif.,California
Hi-Line Enterprise,Curtis,Neb.,Nebraska
Seymour Herald,Seymour,Iowa,Iowa
Islip Bulletin,Islip,N.Y.,New York
Cedar Lake Journal,Lowell,Ind.,Indiana
Clinton Local,Clinton,Mich.,Michigan
Neligh News and Leader,Neligh,Neb.,Nebraska
Lake View Resort,Lake View,Iowa,Iowa
Chronicle,Odebolt,Iowa,Iowa
Hardin County Index,Eldora,Iowa,Iowa
Rock County Leader,Bassett,Neb.,Nebraska
Freeman Courier,Freeman,S.D.,South Dakota
Minden City Herald,Minden City,Mich.,Michigan
Adams-Friendship Times Reporter,Adams,Wisc.,Wisconsin
Weston County Gazette,Upton,Wyo.,Wyoming
Winneconne News,Winneconne,Wisc.,Wisconsin
Bowman County Pioneer,Bowman,N.D.,North Dakota
Grandview Herald,Grandview,Wash.,Washington
Grant County News,Elgin,N.D.,North Dakota
Amherst News-Times,Amherst,Ohio,Ohio
Messenger Banner,Stephen,Minn.,Minnesota
Lovington Daily Leader,Lovington,N.M.,New Mexico
Oregon Republican-Reporter,Oregon,Ill.,Illinois
News Mirror The,Hector,Minn.,Minnesota
Lacey Beacon The,Lacey,N.J.,New Jersey
Lake Region Life,Waterville,Minn.,Minnesota
North Star News,Karlstad,Minn.,Minnesota
Blade-Atlas,Argyle,Wisc.,Wisconsin
Douglas Dispatch,Douglas,Ariz.,Arizona
Wayne Post The,Newark,N.Y.,New York
